epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,7610.25,1.02449,0.7374,1.04282,0.76036,0.52001,0.64363,0.41247,1.124,0.86906,1.1441,0.000429125,0.000429125,0.000429125
35,7830.59,0.9969,0.71053,1.03005,0.76698,0.50862,0.54351,0.36893,1.13134,0.89893,1.14822,0.00040425,0.00040425,0.00040425
36,8056.07,1.00889,0.71117,1.03341,0.51761,0.60781,0.59299,0.38652,1.13177,0.86845,1.15356,0.000379375,0.000379375,0.000379375
37,8274.01,1.00826,0.70332,1.03086,0.71156,0.60979,0.63945,0.43011,1.11592,0.83093,1.13665,0.0003545,0.0003545,0.0003545
38,8482.87,0.97749,0.68764,1.02338,0.75932,0.59091,0.6273,0.42823,1.11556,0.84171,1.14067,0.000329625,0.000329625,0.000329625
39,8692.06,0.98502,0.67806,1.03163,0.66537,0.59128,0.61955,0.42027,1.09984,0.85328,1.1283,0.00030475,0.00030475,0.00030475
40,8906.64,0.96754,0.65794,1.02461,0.72104,0.618,0.63482,0.4188,1.11063,0.82811,1.13785,0.000279875,0.000279875,0.000279875
41,9149.48,0.9681,0.64526,1.01609,0.75048,0.6047,0.62239,0.42289,1.11774,0.85188,1.1456,0.000255,0.000255,0.000255
42,9376.12,0.95903,0.64596,1.00774,0.73981,0.60925,0.6267,0.42593,1.10601,0.84163,1.13942,0.000230125,0.000230125,0.000230125
43,9582.21,0.94644,0.63035,1.00959,0.77015,0.61758,0.64259,0.44109,1.10706,0.83713,1.14158,0.00020525,0.00020525,0.00020525
44,9776.19,0.93609,0.6215,1.01196,0.8174,0.55719,0.63436,0.42716,1.12339,0.82782,1.15645,0.000180375,0.000180375,0.000180375
45,9988.56,0.93111,0.60668,0.99732,0.77034,0.55985,0.62735,0.4251,1.11051,0.83077,1.14393,0.0001555,0.0001555,0.0001555
46,10157.2,0.92082,0.59065,1.0047,0.76915,0.58872,0.63895,0.42964,1.11602,0.81321,1.1567,0.000130625,0.000130625,0.000130625
47,10362,0.90902,0.57884,1.00408,0.7524,0.62028,0.66862,0.43941,1.10732,0.82093,1.15313,0.00010575,0.00010575,0.00010575
48,10577.9,0.89711,0.56996,0.99105,0.7782,0.60103,0.67955,0.44734,1.10622,0.82453,1.152,8.0875e-05,8.0875e-05,8.0875e-05
49,10795.1,0.89664,0.57335,0.9851,0.6204,0.66171,0.64651,0.43598,1.10806,0.82438,1.15213,5.6e-05,5.6e-05,5.6e-05
50,11035.9,0.88198,0.55556,0.98808,0.67672,0.65365,0.65457,0.43901,1.1061,0.82,1.15449,3.1125e-05,3.1125e-05,3.1125e-05
