epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,2132.95,1.07923,0.78515,1.0286,0.53535,0.60549,0.55162,0.38741,1.09291,0.92423,1.08552,0.0005535,0.0005535,0.0005535
30,2201.54,1.05635,0.7863,1.03128,0.68224,0.60132,0.59491,0.40948,1.07555,0.88807,1.06334,0.000528625,0.000528625,0.000528625
31,2257.98,1.0506,0.76966,1.01372,0.75794,0.51193,0.5506,0.38044,1.0848,0.88976,1.08899,0.00050375,0.00050375,0.00050375
32,2355.41,1.04213,0.75774,1.00773,0.54703,0.61919,0.58556,0.41133,1.0795,0.86711,1.07821,0.000478875,0.000478875,0.000478875
33,2421.85,1.02281,0.7352,1.00543,0.58168,0.54995,0.58818,0.41198,1.10894,0.87593,1.09611,0.000454,0.000454,0.000454
34,2519.39,1.00494,0.71322,0.99363,0.72445,0.6369,0.65373,0.45242,1.08167,0.86909,1.07874,0.000429125,0.000429125,0.000429125
35,2593.71,0.99502,0.69932,0.99643,0.67765,0.64356,0.66581,0.44641,1.08037,0.89002,1.07452,0.00040425,0.00040425,0.00040425
36,2662.8,0.99128,0.69628,0.99506,0.76403,0.56699,0.67256,0.45076,1.09292,0.87375,1.08498,0.000379375,0.000379375,0.000379375
37,2742.92,1.0117,0.69135,0.99037,0.64729,0.66712,0.67461,0.45517,1.08658,0.88111,1.08566,0.0003545,0.0003545,0.0003545
38,2807.48,0.97374,0.67306,0.98415,0.6916,0.62415,0.66606,0.45852,1.07869,0.89398,1.09241,0.000329625,0.000329625,0.000329625
39,2873.54,0.97495,0.67786,0.98817,0.70342,0.664,0.66787,0.47172,1.0755,0.89121,1.07499,0.00030475,0.00030475,0.00030475
40,2934.41,0.97614,0.66226,0.98653,0.74973,0.59552,0.63257,0.45361,1.09191,0.88217,1.09806,0.000279875,0.000279875,0.000279875
41,3029.99,0.96006,0.63701,0.97545,0.71393,0.62784,0.65389,0.46441,1.09798,0.86847,1.099,0.000255,0.000255,0.000255
42,3093.19,0.95508,0.6297,0.9709,0.70283,0.68826,0.682,0.47351,1.08908,0.83983,1.09826,0.000230125,0.000230125,0.000230125
43,3159.34,0.93744,0.61995,0.97228,0.71379,0.67431,0.67581,0.46539,1.06537,0.8489,1.08379,0.00020525,0.00020525,0.00020525
44,3223.9,0.92853,0.6011,0.96252,0.71394,0.64647,0.68046,0.48532,1.09524,0.87963,1.09693,0.000180375,0.000180375,0.000180375
45,3292.14,0.92506,0.608,0.96568,0.74099,0.67095,0.69168,0.50357,1.08463,0.87133,1.09269,0.0001555,0.0001555,0.0001555
46,3356.24,0.89862,0.58076,0.95547,0.70464,0.70227,0.69497,0.49639,1.06877,0.85818,1.09257,0.000130625,0.000130625,0.000130625
47,3427.44,0.90201,0.58673,0.96181,0.73769,0.68036,0.70207,0.49845,1.06643,0.85728,1.08897,0.00010575,0.00010575,0.00010575
48,3521.8,0.90414,0.57637,0.96137,0.75014,0.68066,0.70125,0.50252,1.0687,0.85378,1.09125,8.0875e-05,8.0875e-05,8.0875e-05
49,3591.55,0.89677,0.56944,0.95745,0.79896,0.633,0.69509,0.49541,1.063,0.84756,1.08941,5.6e-05,5.6e-05,5.6e-05
50,3670.89,0.87561,0.55452,0.95087,0.75096,0.66846,0.69583,0.49826,1.06615,0.85325,1.09191,3.1125e-05,3.1125e-05,3.1125e-05
