epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,1847.65,1.28453,1.08062,1.05906,0.71143,0.27793,0.26599,0.16529,1.15215,1.09164,1.03269,0.0007055,0.0007055,0.0007055
24,1926.28,1.26624,1.0723,1.0641,0.73547,0.27069,0.27373,0.16543,1.16459,1.09161,1.04572,0.00068075,0.00068075,0.00068075
25,2004.71,1.24788,1.04833,1.05361,0.73216,0.28358,0.27751,0.16627,1.16361,1.10451,1.04095,0.000656,0.000656,0.000656
26,2083.63,1.26913,1.0503,1.04634,0.73923,0.27965,0.27693,0.16537,1.17409,1.1327,1.05402,0.00063125,0.00063125,0.00063125
27,2161.29,1.25167,1.03152,1.05903,0.72952,0.28474,0.27914,0.1696,1.12933,1.07572,1.03365,0.0006065,0.0006065,0.0006065
28,2239.95,1.23426,1.02133,1.03927,0.75653,0.27364,0.27654,0.16134,1.15881,1.11271,1.04179,0.00058175,0.00058175,0.00058175
29,2318.46,1.21737,0.98393,1.02775,0.71316,0.29275,0.27026,0.16463,1.14554,1.09,1.03925,0.000557,0.000557,0.000557
30,2397.02,1.2254,1.00078,1.03556,0.72896,0.29532,0.28945,0.17303,1.13608,1.07071,1.03523,0.00053225,0.00053225,0.00053225
31,2475.63,1.23406,1.00701,1.03455,0.74498,0.2845,0.27603,0.16733,1.13016,1.10105,1.04164,0.0005075,0.0005075,0.0005075
32,2554.33,1.23435,0.9893,1.03269,0.74891,0.27366,0.29395,0.17725,1.13719,1.06846,1.03164,0.00048275,0.00048275,0.00048275
33,2632.76,1.2174,0.98825,1.03903,0.73824,0.28343,0.27471,0.16731,1.10957,1.04188,1.03478,0.000458,0.000458,0.000458
34,2711.05,1.18933,0.96228,1.03559,0.74009,0.28614,0.30425,0.18448,1.10027,1.03898,1.02529,0.00043325,0.00043325,0.00043325
35,2789.55,1.21018,0.97639,1.03024,0.73816,0.26825,0.29179,0.1835,1.12126,1.05091,1.02261,0.0004085,0.0004085,0.0004085
36,2872.2,1.18946,0.9564,1.02395,0.73021,0.28098,0.2924,0.18524,1.12362,1.03325,1.03712,0.00038375,0.00038375,0.00038375
37,2955.93,1.21844,0.95501,1.02763,0.72993,0.29002,0.29712,0.18496,1.09872,1.01026,1.02148,0.000359,0.000359,0.000359
38,3035.73,1.19005,0.94578,1.02611,0.71803,0.27927,0.29149,0.18232,1.11672,1.03687,1.03252,0.00033425,0.00033425,0.00033425
39,3119.28,1.18779,0.93748,1.02507,0.71747,0.32478,0.30477,0.19082,1.11334,1.03063,1.02845,0.0003095,0.0003095,0.0003095
40,3202.27,1.18879,0.93927,1.02059,0.75685,0.29215,0.32861,0.20506,1.11658,1.03329,1.0309,0.00028475,0.00028475,0.00028475
41,3279.35,1.14127,0.97314,1.02023,0.77758,0.28559,0.33487,0.20584,1.11809,1.07177,1.03124,0.00026,0.00026,0.00026
42,3356.37,1.14772,0.9511,1.02495,0.5527,0.3244,0.33072,0.20386,1.11338,1.03611,1.02472,0.00023525,0.00023525,0.00023525
43,3433.42,1.11744,0.91723,0.99921,0.58122,0.39051,0.36623,0.22822,1.11501,1.04286,1.02975,0.0002105,0.0002105,0.0002105
44,3510.5,1.11696,0.90999,1.00199,0.73841,0.31023,0.36493,0.22671,1.11111,1.0358,1.02311,0.00018575,0.00018575,0.00018575
45,3587.93,1.11539,0.87978,0.99226,0.76371,0.32466,0.36589,0.22803,1.10778,1.0112,1.02239,0.000161,0.000161,0.000161
46,3664.96,1.13592,0.91169,1.01455,0.58857,0.38694,0.35679,0.22387,1.10265,1.01705,1.02496,0.00013625,0.00013625,0.00013625
47,3741.86,1.11526,0.88117,0.99435,0.59134,0.396,0.36941,0.2352,1.09783,1.01018,1.01706,0.0001115,0.0001115,0.0001115
48,3818.99,1.11169,0.88948,1.00227,0.58319,0.40089,0.38241,0.24753,1.1034,1.00937,1.01857,8.675e-05,8.675e-05,8.675e-05
49,3895.71,1.09644,0.86389,0.99624,0.60501,0.4121,0.39936,0.26102,1.10218,1.00732,1.02096,6.2e-05,6.2e-05,6.2e-05
50,3972.31,1.10074,0.86709,0.99371,0.58262,0.41089,0.39636,0.26111,1.0995,1.00071,1.02152,3.725e-05,3.725e-05,3.725e-05
