epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,720.627,0.97702,0.66367,0.99466,0.65154,0.71353,0.69198,0.49005,1.0887,0.88593,1.09772,0.000255,0.000255,0.000255
42,737.252,0.98008,0.66879,0.99603,0.69214,0.72228,0.69032,0.46985,1.08108,0.88462,1.09837,0.000230125,0.000230125,0.000230125
43,753.76,0.96523,0.64322,0.99504,0.66955,0.67648,0.6839,0.47845,1.07255,0.87766,1.09003,0.00020525,0.00020525,0.00020525
44,770.322,0.94992,0.64139,0.99345,0.69889,0.73926,0.71187,0.49328,1.07222,0.87613,1.08623,0.000180375,0.000180375,0.000180375
45,786.907,0.95948,0.63536,0.98886,0.61769,0.74408,0.68395,0.4734,1.0654,0.86163,1.07878,0.0001555,0.0001555,0.0001555
46,803.548,0.93817,0.6108,0.98617,0.6506,0.72149,0.68879,0.4718,1.0737,0.85752,1.09217,0.000130625,0.000130625,0.000130625
47,820.03,0.93084,0.60986,0.98715,0.64851,0.69449,0.67926,0.47688,1.06304,0.85009,1.08444,0.00010575,0.00010575,0.00010575
48,836.812,0.91534,0.5982,0.97534,0.71927,0.69809,0.71105,0.49827,1.06807,0.84515,1.09036,8.0875e-05,8.0875e-05,8.0875e-05
49,853.272,0.91613,0.59047,0.97276,0.73345,0.70552,0.72328,0.48395,1.06006,0.84685,1.08343,5.6e-05,5.6e-05,5.6e-05
50,869.839,0.90149,0.58408,0.97324,0.75494,0.69135,0.71949,0.48778,1.05706,0.85217,1.08392,3.1125e-05,3.1125e-05,3.1125e-05
