epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,88.7228,1.32245,1.11863,1.07591,0.72371,0.25463,0.25065,0.1422,1.20818,1.21025,1.07274,0.00087875,0.00087875,0.00087875
17,93.7708,1.28352,1.11567,1.07812,0.72674,0.26225,0.23863,0.13845,1.18402,1.25933,1.07963,0.000854,0.000854,0.000854
18,99.2179,1.28335,1.0814,1.06608,0.72555,0.26628,0.26557,0.15283,1.18306,1.15728,1.06217,0.00082925,0.00082925,0.00082925
19,104.265,1.29296,1.09709,1.07377,0.72096,0.24624,0.25607,0.1512,1.18337,1.2149,1.07244,0.0008045,0.0008045,0.0008045
20,109.294,1.27979,1.0756,1.05881,0.81096,0.20579,0.25889,0.15045,1.16565,1.16891,1.0589,0.00077975,0.00077975,0.00077975
21,114.743,1.28549,1.06087,1.06136,0.73215,0.26856,0.26744,0.16211,1.1459,1.1131,1.05726,0.000755,0.000755,0.000755
22,120.743,1.27366,1.05981,1.05953,0.72998,0.27344,0.28689,0.17275,1.14243,1.11474,1.04163,0.00073025,0.00073025,0.00073025
23,126.045,1.28059,1.04915,1.05929,0.75243,0.25757,0.27746,0.16527,1.13759,1.12586,1.03885,0.0007055,0.0007055,0.0007055
24,132.039,1.26616,1.01668,1.05899,0.76165,0.24689,0.28189,0.17033,1.13334,1.10449,1.0348,0.00068075,0.00068075,0.00068075
25,137.384,1.2492,1.00995,1.04469,0.73329,0.26558,0.27297,0.16111,1.14397,1.10682,1.03991,0.000656,0.000656,0.000656
26,142.645,1.24486,0.99347,1.03335,0.71788,0.26321,0.2785,0.16986,1.168,1.10626,1.05123,0.00063125,0.00063125,0.00063125
27,148.22,1.24156,1.01203,1.04891,0.75851,0.27614,0.27359,0.16063,1.16171,1.17306,1.0644,0.0006065,0.0006065,0.0006065
28,153.411,1.22876,1.00534,1.03464,0.76977,0.2833,0.29685,0.17286,1.13576,1.07449,1.04815,0.00058175,0.00058175,0.00058175
29,158.863,1.26489,0.97599,1.03972,0.72188,0.27991,0.30927,0.19596,1.13832,1.08106,1.04572,0.000557,0.000557,0.000557
30,163.985,1.23457,0.99162,1.03393,0.77672,0.2549,0.29245,0.17708,1.12849,1.09302,1.04185,0.00053225,0.00053225,0.00053225
31,169.139,1.20352,0.9699,1.03195,0.77513,0.288,0.32457,0.20242,1.11082,1.05666,1.0348,0.0005075,0.0005075,0.0005075
32,174.343,1.18128,0.94898,1.02542,0.74925,0.29234,0.35499,0.23053,1.12213,1.0335,1.04081,0.00048275,0.00048275,0.00048275
33,179.462,1.20441,0.97682,1.03441,0.68318,0.39602,0.38498,0.25563,1.11538,1.02741,1.03311,0.000458,0.000458,0.000458
34,184.617,1.23952,0.95131,1.03655,0.73815,0.39319,0.41561,0.26678,1.16465,1.07186,1.05954,0.00043325,0.00043325,0.00043325
35,190.286,1.21137,0.94612,1.03139,0.73882,0.38637,0.41009,0.27169,1.13096,1.07355,1.05869,0.0004085,0.0004085,0.0004085
36,195.306,1.19212,0.93087,1.02489,0.7318,0.41608,0.44281,0.29176,1.1432,1.02945,1.05989,0.00038375,0.00038375,0.00038375
37,200.399,1.18143,0.9263,1.02005,0.73806,0.43066,0.44942,0.29371,1.11658,1.0116,1.04479,0.000359,0.000359,0.000359
38,205.701,1.16961,0.88917,1.00741,0.69971,0.46382,0.46777,0.31031,1.11064,0.99705,1.04121,0.00033425,0.00033425,0.00033425
39,210.817,1.15601,0.89984,1.01626,0.71976,0.44996,0.46611,0.31014,1.11057,0.99161,1.03751,0.0003095,0.0003095,0.0003095
40,215.885,1.16216,0.89688,1.0169,0.72506,0.45988,0.47911,0.32445,1.09999,0.98898,1.03041,0.00028475,0.00028475,0.00028475
41,252.093,1.12474,0.93995,1.01137,0.73337,0.46159,0.48577,0.31153,1.13132,1.05208,1.04127,0.00026,0.00026,0.00026
42,257.612,1.118,0.92152,1.00478,0.7218,0.4575,0.48557,0.32066,1.09707,1.01839,1.0374,0.00023525,0.00023525,0.00023525
43,263.247,1.10664,0.89382,1.00466,0.74445,0.45754,0.47007,0.30762,1.12017,1.04227,1.04406,0.0002105,0.0002105,0.0002105
44,268.429,1.12755,0.88259,1.00556,0.76694,0.44304,0.49041,0.32503,1.10864,1.00814,1.04421,0.00018575,0.00018575,0.00018575
45,273.288,1.10315,0.86672,1.00259,0.7449,0.46751,0.48583,0.31653,1.11764,1.02163,1.04879,0.000161,0.000161,0.000161
46,278.177,1.09091,0.85724,0.99577,0.75166,0.47193,0.49322,0.32507,1.10757,0.98519,1.04622,0.00013625,0.00013625,0.00013625
47,283.611,1.09498,0.84592,1.00155,0.75129,0.48745,0.51098,0.33472,1.1013,0.96898,1.04176,0.0001115,0.0001115,0.0001115
48,288.868,1.10443,0.85701,0.9996,0.75708,0.47743,0.51253,0.33865,1.09672,0.97349,1.04059,8.675e-05,8.675e-05,8.675e-05
49,294.165,1.09738,0.85203,0.98525,0.74892,0.47853,0.51545,0.34186,1.09754,0.97411,1.04124,6.2e-05,6.2e-05,6.2e-05
50,300.054,1.07813,0.81291,0.97825,0.75817,0.46588,0.5115,0.3366,1.09457,0.96896,1.03855,3.725e-05,3.725e-05,3.725e-05
